the_geom,Loc,Borough,Street,From_,To,Index,May07_D,May07_AM,May07_PM,May07_D2,May07_MD,Sept07_D,Sept07_AM,Sept07_PM,Sept07_D2,Sept07_MD,May08_D,May08_AM,May08_PM,May08_D2,May08_MD,Sept08_D,Sept08_AM,Sept08_PM,Sept08_D2,Sept08_MD,May09_D,May09_AM,May09_PM,May09_D2,May09_MD,Sept09_D,Sept09_AM,Sept09_PM,Sept09_D2,Sept09_MD,May10_D,May10_AM,May10_PM,May10_D2,May10_MD,Sept10_D,Sept10_AM,Sept10_PM,Sept10_D2,Sept10_MD,May11_D,May11_AM,May11_PM,May11_D2,May11_MD,Sept11_D,Sept11_AM,Sept11_PM,Sept11_D2,Sept11_MD,May12_D,May12_AM,May12_PM,May12_D2,May12_MD,Sept12_D,Sept12_AM,Sept12_PM,Sept12_D2,Sept12_MD,May13_D,May13_AM,May13_PM,May13_D2,May13_MD,Sept13_D,Sept13_AM,Sept13_PM,Sept13_D2,Sept13_MD,May14_D,May14_AM,May14_PM,May14_D2,May14_MD,Sept14_D,Sept14_AM,Sept14_PM,Sept14_D2,Sept14_MD,May15_D,May15_AM,May15_PM,May15_D2,May15_MD
POINT (-73.90192709081796 40.700487613235865),86,Queens,Myrtle Avenue,Weirfield Street,Centre Street,N,5/9/2007,426,3161,5/12/2007,3816,10/2/2007,308,2797,10/6/2007,5540,4/30/2008,366,2892,5/3/2008,2139,9/18/2008,354,2980,9/20/2008,2517,5/19/2009,393,2719,5/9/2009,2404,9/16/2009,393,3305,10/10/2009,2032,5/5/2010,586,3877,5/8/2010,3738,9/14/2010,389,3363,10/2/2010,2345,5/19/2011,330,3107,5/14/2011,2470,9/8/2011,407,2949,10/1/2011,2507,6/7/2012,499,1704,6/9/2012,2747,9/11/2012,438,2654,9/15/2012,3476,5/14/2013,406,3181,6/1/2013,2886,10/3/2013,414,2953,10/5/2013,3020,5/14/2014,454,3287,05/10/2014 07:00:00 AM +0000,3050,9/4/2014,522,2789,9/6/2014,2535,5/20/2015,1139,2415,5/30/2015,2466
POINT (-73.80439743099379 40.76247070217482),87,Queens,Northern Boulevard,50' East of 161st Street,,N,5/16/2007,302,706,5/19/2007,596,10/2/2007,306,912,10/6/2007,545,5/8/2008,174,556,5/10/2008,456,9/10/2008,254,540,9/13/2008,440,5/19/2009,104,511,5/9/2009,304,9/16/2009,114,672,10/10/2009,421,5/6/2010,258,692,5/15/2010,614,9/8/2010,234,816,10/2/2010,462,5/18/2011,314,1145,4/30/2011,628,9/15/2011,388,860,10/1/2011,756,5/31/2012,203,522,5/19/2012,116,9/11/2012,236,567,9/15/2012,327,5/1/2013,280,888,5/4/2013,609,9/24/2013,299,1030,9/28/2013,571,5/8/2014,243,947,05/10/2014 07:00:00 AM +0000,562,9/11/2014,307,965,9/6/2014,415,5/6/2015,306,946,5/30/2015,640
POINT (-73.83274555228849 40.76053254069111),88,Queens,Prince Street,37th Avenue,38th Avenue,N,5/16/2007,368,1048,5/19/2007,1051,10/2/2007,339,1011,10/6/2007,1102,5/8/2008,358,995,5/10/2008,643,9/10/2008,296,1060,9/13/2008,1361,5/19/2009,208,1007,5/9/2009,856,9/16/2009,256,1169,10/10/2009,1164,5/6/2010,278,913,5/15/2010,1222,9/8/2010,316,831,10/2/2010,1065,5/18/2011,252,1130,4/30/2011,1319,9/15/2011,255,835,10/1/2011,1419,5/22/2012,242,760,5/19/2012,1208,9/11/2012,312,1058,9/15/2012,1630,5/7/2013,293,1210,5/18/2013,1442,9/25/2013,296,1256,9/28/2013,1435,5/29/2014,271,1360,05/03/2014 07:00:00 AM +0000,1509,9/11/2014,372,1630,10/11/2014,1277,5/6/2015,459,2163,5/9/2015,1694
POINT (-73.82971390855923 40.713719487169804),89,Queens,Queens Boulevard,50' East of 80th Road,,N,5/17/2007,6569,9070,5/19/2007,2703,10/2/2007,6876,8687,10/6/2007,2452,4/29/2008,3220,5656,5/10/2008,1495,9/16/2008,2356,4746,9/27/2008,2273,5/19/2009,1661,4302,5/9/2009,954,9/16/2009,1786,4323,10/10/2009,1119,5/13/2010,1769,5062,5/15/2010,1212,9/23/2010,2286,6977,9/25/2010,1170,5/19/2011,2415,4837,5/14/2011,1033,9/15/2011,2989,4926,9/24/2011,1131,5/30/2012,1634,2729,5/12/2012,1071,9/13/2012,1574,1904,9/15/2012,1188,5/2/2013,2080,4468,5/18/2013,1178,10/3/2013,1537,2337,10/5/2013,1234,5/7/2014,1626,2337,05/10/2014 07:00:00 AM +0000,791,9/9/2014,1704,2503,9/6/2014,648,5/6/2015,1824,2704,5/16/2015,821
POINT (-73.87130318032177 40.73382228902957),90,Queens,Queens Boulevard,Woodhaven Boulevard,90th Street,N,5/17/2007,434,2645,5/19/2007,1790,10/2/2007,395,2795,10/6/2007,2180,4/29/2008,481,3236,5/10/2008,2362,9/18/2008,612,2631,9/20/2008,2014,5/6/2009,368,2527,5/9/2009,2591,9/16/2009,322,3210,10/10/2009,3145,5/4/2010,365,2593,5/1/2010,2092,9/23/2010,492,2493,10/2/2010,2529,5/19/2011,356,2350,5/7/2011,1985,9/20/2011,444,2741,10/1/2011,2811,5/2/2012,1063,2576,5/5/2012,2171,9/13/2012,539,2286,9/22/2012,2181,5/2/2013,382,2419,5/18/2013,2121,10/8/2013,426,2290,10/12/2013,2182,5/29/2014,383,2269,05/03/2014 07:00:00 AM +0000,2169,9/11/2014,425,2108,9/6/2014,1656,5/12/2015,331,1889,5/16/2015,1745
POINT (-73.93998588778325 40.750663629169715),91,Queens,Queens Plaza North & South,Crescent Street,27th Street,N,5/17/2007,5036,6091,5/19/2007,2204,10/2/2007,5724,6082,10/6/2007,1627,5/7/2008,4996,6281,5/3/2008,2758,9/9/2008,5296,6031,9/20/2008,1458,5/6/2009,1952,2141,5/9/2009,806,9/16/2009,4255,5306,10/10/2009,1297,5/13/2010,4392,5254,5/1/2010,2511,9/8/2010,4687,5552,10/2/2010,1088,5/19/2011,4461,6346,5/21/2011,1750,9/8/2011,5250,7292,9/24/2011,1007,5/30/2012,2892,3350,5/19/2012,1658,9/13/2012,3868,4027,9/22/2012,1811,5/14/2013,5298,8052,6/1/2013,2443,9/24/2013,5780,7274,9/28/2013,2341,5/14/2014,4787,7410,05/10/2014 07:00:00 AM +0000,2584,9/4/2014,5338,6707,9/27/2014,1655,5/6/2015,4221,6634,5/9/2015,2653
POINT (-73.82818894237845 40.76005352048368),92,Queens,Roosevelt Avenue,Main Street,Union Street,N,5/10/2007,7893,10566,5/12/2007,4690,10/2/2007,9198,12958,10/6/2007,5163,4/30/2008,3211,13346,5/3/2008,7747,9/10/2008,9044,13012,9/13/2008,7078,5/6/2009,9175,13802,5/9/2009,8087,9/16/2009,8688,15500,10/10/2009,9745,5/6/2010,10891,14219,5/15/2010,7738,9/8/2010,9123,14574,10/2/2010,7311,5/18/2011,9253,12881,4/30/2011,8963,9/15/2011,10759,14081,10/1/2011,9210,5/24/2012,3439,8189,5/12/2012,7573,9/11/2012,4331,13446,9/15/2012,10237,5/14/2013,4380,9307,5/18/2013,6221,9/18/2013,3491,12451,9/21/2013,8076,5/13/2014,3029,13480,05/03/2014 07:00:00 AM +0000,7503,9/4/2014,3955,12683,9/6/2014,7966,5/6/2015,4236,14272,5/30/2015,8461
POINT (-73.91804029865682 40.760154979525886),93,Queens,Steinway Street,31st Avenue,Broadway,N,5/17/2007,1115,6495,5/19/2007,4356,10/2/2007,1127,5199,10/6/2007,4348,5/7/2008,1230,6034,5/3/2008,4652,9/9/2008,1127,5360,9/20/2008,3893,5/6/2009,995,5290,5/30/2009,5311,9/16/2009,1113,5796,10/10/2009,3956,5/13/2010,1026,5626,5/1/2010,4956,9/8/2010,1013,5506,9/25/2010,3804,5/12/2011,1124,5991,5/21/2011,3917,9/8/2011,1050,6733,9/24/2011,3790,5/16/2012,1120,4213,5/19/2012,4488,9/13/2012,1212,5692,9/22/2012,4250,5/14/2013,1160,5949,6/1/2013,4499,9/24/2013,1179,5489,9/28/2013,3923,5/14/2014,1102,5743,05/10/2014 07:00:00 AM +0000,4660,9/11/2014,1096,5493,9/27/2014,3644,5/6/2015,951,5907,5/30/2015,4299
POINT (-73.80860478359536 40.70340462655154),94,Queens,Sutphin Boulevard,89th Avenue,90th Avenue,N,5/9/2007,1076,2166,5/19/2007,806,10/2/2007,832,1664,10/6/2007,812,4/29/2008,320,1862,5/10/2008,955,9/11/2008,1424,2686,9/6/2008,830,5/6/2009,1093,2412,5/9/2009,871,9/16/2009,1148,2463,10/10/2009,977,5/12/2010,1192,2559,5/22/2010,1610,9/16/2010,1441,2823,9/11/2010,1216,5/19/2011,912,2254,5/7/2011,1111,9/8/2011,847,2789,9/10/2011,1362,5/10/2012,876,1310,5/12/2012,1162,9/11/2012,1514,1975,9/15/2012,1038,5/14/2013,1249,2761,5/18/2013,967,10/1/2013,1363,2135,9/28/2013,1264,5/29/2014,1083,2180,05/10/2014 07:00:00 AM +0000,1157,10/2/2014,1569,2727,9/27/2014,1098,5/13/2015,1099,2446,5/9/2015,1053
POINT (-73.84840699076854 40.722724821640135),95,Queens,Yellowstone Boulevard,Queens Boulevard,Gerard Place,N,5/9/2007,245,1272,5/19/2007,776,10/2/2007,242,1321,10/6/2007,867,5/1/2008,184,620,5/10/2008,399,9/16/2008,197,1444,9/27/2008,333,5/6/2009,195,564,5/9/2009,344,9/16/2009,188,540,10/10/2009,381,5/13/2010,263,652,5/15/2010,431,9/23/2010,225,671,9/25/2010,426,5/19/2011,258,1257,5/21/2011,795,9/20/2011,243,604,9/24/2011,347,5/3/2012,268,434,5/19/2012,843,9/11/2012,462,1080,9/15/2012,1051,5/1/2013,334,713,5/4/2013,444,10/2/2013,421,705,10/5/2013,439,5/15/2014,251,687,05/10/2014 07:00:00 AM +0000,356,9/11/2014,357,768,9/13/2014,399,5/14/2015,281,887,5/9/2015,468
POINT (-74.10857607699728 40.630171698294305),96,Staten Island,Forest Avenue,Regan Avenue,Davis Avenue,N,5/8/2007,147,228,5/19/2007,152,10/2/2007,155,204,9/29/2007,85,5/1/2008,116,240,5/3/2008,174,9/11/2008,150,156,9/13/2008,138,5/6/2009,184,214,5/9/2009,179,9/29/2009,183,266,10/10/2009,155,5/13/2010,168,253,5/15/2010,193,9/8/2010,166,218,9/18/2010,198,5/12/2011,191,319,4/30/2011,149,9/8/2011,91,158,9/17/2011,143,5/16/2012,106,241,5/19/2012,235,9/12/2012,172,429,9/15/2012,215,5/16/2013,135,527,5/18/2013,308,9/18/2013,236,347,9/21/2013,194,5/7/2014,273,344,06/07/2014 07:00:00 AM +0000,205,9/4/2014,208,268,9/13/2014,231,5/6/2015,233,289,5/9/2015,242
POINT (-74.11087252935727 40.57107102644237),97,Staten Island,New Dorp Lane,Hylan Boulevard,Clawson Street,N,5/8/2007,240,347,5/12/2007,432,10/2/2007,330,314,9/29/2007,348,5/1/2008,235,571,5/3/2008,389,9/11/2008,425,728,9/13/2008,567,5/6/2009,413,814,5/23/2009,704,9/29/2009,675,880,10/10/2009,684,5/13/2010,541,909,5/1/2010,578,9/23/2010,580,846,10/2/2010,574,5/19/2011,376,689,5/14/2011,484,9/20/2011,502,752,9/24/2011,428,5/24/2012,462,544,6/2/2012,439,9/13/2012,611,578,9/22/2012,719,5/2/2013,513,770,5/4/2013,476,10/1/2013,603,608,9/28/2013,454,5/8/2014,425,462,05/17/2014 07:00:00 AM +0000,386,9/4/2014,365,461,9/20/2014,431,5/6/2015,496,616,5/30/2015,484
POINT (-74.07524480140287 40.642983526301755),98,Staten Island,Pedestrian Walkway from Ferry Terminal,50' north of Richmond Terrace,,Y,5/8/2007,840,1268,5/19/2007,787,9/27/2007,992,1465,9/29/2007,669,5/1/2008,1001,1871,5/3/2008,753,9/11/2008,1449,2078,9/13/2008,883,5/7/2009,1234,1981,5/23/2009,737,9/29/2009,1044,1439,10/10/2009,770,5/12/2010,741,1688,5/1/2010,804,9/15/2010,1213,1852,9/18/2010,647,5/5/2011,781,1624,4/30/2011,838,9/8/2011,1037,1407,9/17/2011,654,5/3/2012,1055,1053,5/5/2012,741,10/17/2012,1206,2113,9/15/2012,943,5/16/2013,1153,1738,6/1/2013,907,11/6/2013,1068,1863,9/21/2013,612,5/13/2014,933,1771,05/03/2014 07:00:00 AM +0000,829,10/2/2014,1088,1462,9/13/2014,860,5/6/2015,914,2046,5/9/2015,470
POINT (-74.16614928494099 40.58813530683323),99,Staten Island,Richmond Hill Road,400' west of Richmond Terrace,,N,5/8/2007,134,129,5/19/2007,112,9/27/2007,138,193,9/29/2007,84,5/1/2008,129,148,5/3/2008,134,9/11/2008,123,263,9/13/2008,151,5/7/2009,152,196,5/23/2009,137,9/29/2009,183,223,10/10/2009,160,5/12/2010,139,265,5/1/2010,184,9/15/2010,141,245,10/2/2010,138,5/12/2011,150,198,5/14/2011,111,9/22/2011,100,140,9/24/2011,102,5/30/2012,77,84,6/2/2012,90,9/11/2012,93,161,9/15/2012,113,5/2/2013,124,186,5/4/2013,163,10/2/2013,170,194,9/28/2013,100,5/6/2014,142,233,05/10/2014 07:00:00 AM +0000,137,9/4/2014,158,231,9/20/2014,159,5/6/2015,149,234,5/16/2015,151
POINT (-74.07740338696918 40.63793280712071),100,Staten Island,Victory Boulevard,Bay Street,Van Duzer Street,Y,5/8/2007,715,1037,5/19/2007,486,9/27/2007,725,1176,9/29/2007,503,5/1/2008,925,1586,5/3/2008,735,9/11/2008,923,1157,9/13/2008,556,5/7/2009,752,1402,5/23/2009,631,9/29/2009,549,825,10/10/2009,519,5/12/2010,546,1397,5/15/2010,939,9/8/2010,699,1080,9/18/2010,712,5/19/2011,667,1215,4/30/2011,514,9/8/2011,396,716,9/17/2011,489,5/10/2012,587,838,5/5/2012,678,9/11/2012,619,1136,9/22/2012,559,5/1/2013,586,1119,5/4/2013,600,10/2/2013,875,1535,9/28/2013,574,5/29/2014,826,1186,05/03/2014 07:00:00 AM +0000,729,9/11/2014,771,1118,9/27/2014,705,5/12/2015,883,1099,5/30/2015,618
POINT (-73.9966978834309 40.70597016498045),101,East River Bridges,Brooklyn Bridge,midpoint,,N,5/9/2007,582,1514,5/12/2007,1699,9/26/2007,708,1656,9/29/2007,1327,5/6/2008,673,2641,5/17/2008,1023,9/10/2008,529,2361,9/6/2008,1436,5/20/2009,653,2670,5/23/2009,2302,9/10/2009,1259,3735,9/26/2009,2455,5/13/2010,647,4176,5/8/2010,2778,9/8/2010,527,2360,9/25/2010,2217,5/19/2011,654,3949,5/21/2011,2979,9/14/2011,646,1956,9/24/2011,2140,5/31/2012,255,496,6/9/2012,1458,9/12/2012,614,2947,9/15/2012,2848,5/7/2013,662,2675,6/1/2013,1886,9/18/2013,641,4984,9/21/2013,3356,5/14/2014,618,6493,05/03/2014 07:00:00 AM +0000,6049,9/4/2014,462,3760,9/13/2014,3265,6/2/2015,631,3173,5/9/2015,3835
POINT (-73.99094199014806 40.708065389807295),102,East River Bridges,Manhattan Bridge - North Path,midpoint,,N,-,0,0,-,0,-,0,0,-,0,-,0,0,-,0,-,0,0,-,0,5/20/2009,14,12,5/23/2009,28,-,0,0,-,0,5/12/2010,13,36,5/8/2010,32,9/8/2010,0,0,9/25/2010,3,5/18/2011,9,24,5/21/2011,10,9/14/2011,150,178,9/24/2011,115,5/31/2012,9,23,5/12/2012,109,9/13/2012,6,41,9/15/2012,8,5/21/2013,10,24,5/18/2013,18,9/25/2013,8,10,10/12/2013,34,5/14/2014,6,14,05/03/2014 07:00:00 AM +0000,20,10/2/2014,3,5,9/13/2014,6,5/14/2015,3,2,5/9/2015,7
POINT (-73.9911441992971 40.70794847867024),103,East River Bridges,Manhattan Bridge - South Path,midpoint,,N,5/9/2007,82,131,5/12/2007,158,9/26/2007,64,136,9/29/2007,93,5/8/2008,62,211,5/17/2008,78,9/11/2008,75,207,9/6/2008,85,5/20/2009,97,221,5/23/2009,163,9/22/2009,90,198,10/10/2009,205,5/12/2010,60,235,5/8/2010,95,9/8/2010,75,245,9/25/2010,176,5/18/2011,52,237,5/21/2011,302,9/14/2011,72,102,9/24/2011,92,5/31/2012,80,144,5/12/2012,245,9/13/2012,104,305,9/15/2012,274,5/21/2013,134,313,5/18/2013,195,9/25/2013,128,312,10/12/2013,330,5/14/2014,144,452,05/03/2014 07:00:00 AM +0000,415,10/2/2014,124,283,9/13/2014,201,5/14/2015,142,351,5/9/2015,260
POINT (-73.9720249378266 40.713533723016),104,East River Bridges,Williamsburg Bridge,midpoint,,N,5/9/2007,130,345,5/5/2007,370,9/26/2007,161,289,9/29/2007,312,5/8/2008,203,497,5/17/2008,455,9/24/2008,232,382,9/13/2008,315,5/7/2009,328,539,5/27/2009,507,9/23/2009,130,383,10/10/2009,343,5/12/2010,104,402,5/1/2010,468,9/14/2010,269,547,9/18/2010,396,5/5/2011,256,647,4/30/2011,582,9/20/2011,224,304,9/17/2011,443,5/31/2012,269,377,6/9/2012,305,9/12/2012,374,776,9/15/2012,720,5/2/2013,385,861,5/4/2013,1086,10/2/2013,400,838,10/5/2013,800,5/7/2014,394,830,05/10/2014 07:00:00 AM +0000,973,10/9/2014,263,713,9/13/2014,578,5/28/2015,374,906,5/10/2015,1093
POINT (-73.95460085520168 40.75686986008739),105,East River Bridges,Queensboro Bridge,midpoint,,N,5/9/2007,35,107,5/12/2007,103,9/27/2007,28,114,9/29/2007,68,4/29/2008,17,70,5/10/2008,94,9/24/2008,94,196,9/13/2008,165,5/5/2009,345,506,5/23/2009,82,9/22/2009,54,154,10/10/2009,94,5/26/2010,91,230,5/15/2010,95,9/15/2010,90,243,9/11/2010,164,5/24/2011,87,272,5/14/2011,95,9/15/2011,112,114,9/17/2011,128,5/31/2012,117,185,6/9/2012,111,10/17/2012,107,278,9/22/2012,120,5/1/2013,142,379,5/4/2013,226,10/2/2013,130,414,10/5/2013,197,5/14/2014,127,729,05/03/2014 07:00:00 AM +0000,250,9/4/2014,142,374,9/20/2014,224,6/2/2015,133,332,5/9/2015,207
POINT (-73.91119970135465 40.873547359000106),106,Harlem River Bridges,Broadway Bridge,midpoint,,N,5/8/2007,360,782,5/5/2007,455,9/27/2007,271,684,9/29/2007,410,5/1/2008,314,743,5/17/2008,652,9/24/2008,420,814,9/27/2008,751,5/21/2009,354,584,5/23/2009,683,9/23/2009,541,924,10/10/2009,449,5/26/2010,406,776,5/1/2010,689,9/8/2010,427,926,10/2/2010,601,5/18/2011,352,1266,4/30/2011,512,9/14/2011,730,1117,10/1/2011,834,5/2/2012,497,709,5/5/2012,795,9/12/2012,529,1084,9/15/2012,905,5/7/2013,478,976,5/18/2013,623,10/1/2013,537,998,10/5/2013,778,5/6/2014,473,978,05/17/2014 07:00:00 AM +0000,739,9/4/2014,530,818,10/11/2014,594,5/13/2015,540,925,5/16/2015,521
POINT (-73.91488962537824 40.86276958338556),107,Harlem River Bridges,University Heights Bridge,midpoint,,N,5/8/2007,192,480,5/5/2007,321,9/25/2007,124,343,9/29/2007,172,5/1/2008,181,419,5/17/2008,331,9/24/2008,223,487,9/27/2008,272,5/5/2009,162,455,5/23/2009,245,9/23/2009,216,558,10/10/2009,308,5/26/2010,184,538,5/1/2010,386,9/8/2010,259,548,10/2/2010,281,5/10/2011,186,682,4/30/2011,319,9/8/2011,265,531,10/1/2011,265,5/2/2012,222,327,5/12/2012,369,9/11/2012,272,527,9/15/2012,351,5/7/2013,258,610,5/18/2013,348,10/1/2013,264,579,10/5/2013,298,5/6/2014,317,511,05/17/2014 07:00:00 AM +0000,346,9/4/2014,284,535,10/11/2014,190,5/12/2015,315,793,5/16/2015,322
POINT (-73.93380588837302 40.8280999599949),108,Harlem River Bridges,Macombs Dam Bridge,midpoint,,N,5/8/2007,103,197,5/5/2007,297,9/25/2007,224,351,9/29/2007,148,5/6/2008,129,304,5/17/2008,213,9/27/2008,209,297,9/24/2008,168,5/20/2009,151,183,5/23/2009,293,9/30/2009,265,478,10/10/2009,396,5/26/2010,166,380,5/15/2010,322,9/14/2010,251,409,9/11/2010,373,5/5/2011,222,407,4/30/2011,286,9/13/2011,275,472,9/10/2011,389,6/6/2012,275,382,6/9/2012,320,9/13/2012,258,460,9/22/2012,372,5/2/2013,267,485,5/18/2013,479,9/18/2013,253,465,9/21/2013,408,5/6/2014,247,476,05/17/2014 07:00:00 AM +0000,402,9/18/2014,404,664,9/13/2014,585,5/6/2015,259,498,5/16/2015,411
POINT (-73.93330492386075 40.81949494541154),109,Harlem River Bridges,145th Street Bridge,midpoint,,N,5/8/2007,132,200,5/5/2007,135,9/25/2007,158,338,9/29/2007,122,5/6/2008,7,23,5/17/2008,8,9/24/2008,89,135,9/27/2008,99,5/20/2009,72,157,5/23/2009,58,9/30/2009,92,216,10/10/2009,299,5/6/2010,70,159,5/1/2010,216,9/14/2010,113,197,10/2/2010,236,5/19/2011,128,201,4/30/2011,290,9/14/2011,117,219,9/17/2011,261,5/31/2012,79,286,6/16/2012,351,9/11/2012,325,836,9/22/2012,497,5/2/2013,250,897,5/18/2013,494,9/18/2013,353,873,9/21/2013,533,5/6/2014,124,493,05/17/2014 07:00:00 AM +0000,292,9/18/2014,197,526,9/13/2014,386,5/6/2015,136,505,5/16/2015,323
POINT (-73.93313302788228 40.81413106797777),110,Harlem River Bridges,Madison Avenue Bridge,midpoint,,N,5/8/2007,145,305,5/5/2007,113,9/25/2007,303,513,9/29/2007,197,5/6/2008,174,148,5/17/2008,144,9/24/2008,290,362,9/27/2008,118,5/20/2009,272,331,5/23/2009,251,9/30/2009,214,242,9/26/2009,162,5/13/2010,313,367,5/1/2010,199,9/14/2010,256,346,10/2/2010,164,5/24/2011,350,392,5/21/2011,240,9/14/2011,295,473,10/1/2011,231,5/31/2012,407,412,6/16/2012,263,9/11/2012,418,458,9/22/2012,170,5/2/2013,266,354,5/18/2013,194,9/18/2013,341,431,9/21/2013,211,5/6/2014,344,501,05/17/2014 07:00:00 AM +0000,194,9/18/2014,348,458,9/13/2014,182,5/6/2015,356,542,5/16/2015,193
POINT (-73.93252967704335 40.8075548101035),111,Harlem River Bridges,Third Avenue Bridge,midpoint,,N,5/8/2007,49,126,5/5/2007,400,9/27/2007,88,190,10/6/2007,65,5/7/2008,60,130,5/10/2008,46,9/25/2008,66,147,9/27/2008,73,5/6/2009,99,153,5/23/2009,53,9/30/2009,138,166,9/26/2009,131,5/13/2010,96,188,5/1/2010,106,9/21/2010,116,201,10/2/2010,131,5/19/2011,145,210,5/7/2011,166,9/20/2011,178,230,10/1/2011,139,5/31/2012,208,191,6/2/2012,137,9/11/2012,202,374,9/15/2012,166,5/2/2013,179,332,5/18/2013,184,9/18/2013,176,318,9/21/2013,168,5/15/2014,203,342,05/03/2014 07:00:00 AM +0000,200,10/2/2014,196,360,9/20/2014,188,5/21/2015,217,364,5/16/2015,210
POINT (-73.9289610791785 40.803769279822085),112,Harlem River Bridges,Willis Avenue Bridge,midpoint,,N,5/10/2007,57,118,5/5/2007,127,9/27/2007,125,214,10/6/2007,85,5/7/2008,218,193,5/10/2008,100,9/25/2008,146,178,9/27/2008,82,5/6/2009,83,110,5/23/2009,78,9/29/2009,66,110,9/26/2009,79,5/13/2010,66,102,5/1/2010,71,9/21/2010,78,118,10/2/2010,50,5/19/2011,71,87,5/7/2011,29,9/20/2011,61,102,10/1/2011,60,6/5/2012,82,114,6/9/2012,71,9/11/2012,134,213,9/15/2012,126,5/2/2013,152,331,5/18/2013,108,9/18/2013,176,349,9/21/2013,144,5/15/2014,127,309,05/03/2014 07:00:00 AM +0000,108,9/23/2014,168,351,9/20/2014,148,5/20/2015,133,319,5/9/2015,122
POINT (-73.92785197149043 40.80034506063932),113,Harlem River Bridges,Triborough Bridge (Manhattan span),midpoint,,N,5/10/2007,17,35,5/5/2007,34,9/27/2007,11,44,10/6/2007,24,5/7/2008,30,44,5/10/2008,16,9/25/2008,30,200,9/27/2008,23,5/6/2009,37,44,5/23/2009,23,9/29/2009,20,174,9/26/2009,66,5/13/2010,12,39,5/1/2010,55,9/21/2010,36,205,10/2/2010,64,5/19/2011,10,45,5/7/2011,11,9/20/2011,7,119,10/1/2011,39,6/6/2012,26,21,6/9/2012,49,9/11/2012,6,33,9/15/2012,15,5/2/2013,12,42,5/18/2013,16,9/18/2013,13,31,9/21/2013,40,5/15/2014,14,32,05/03/2014 07:00:00 AM +0000,10,9/23/2014,21,42,9/20/2014,20,5/20/2015,19,36,5/9/2015,14
POINT (-73.93686603590562 40.78611224350855),114,Harlem River Bridges,Wards Island Bridge,midpoint,,N,5/10/2007,57,207,5/5/2007,71,9/26/2007,63,186,10/6/2007,149,5/7/2008,45,203,5/10/2008,113,9/25/2008,80,190,9/27/2008,120,5/5/2009,33,213,5/23/2009,324,9/30/2009,43,151,10/10/2009,173,5/13/2010,37,169,5/1/2010,674,9/21/2010,77,205,10/2/2010,913,5/5/2011,32,66,5/7/2011,70,9/20/2011,62,189,10/1/2011,936,6/7/2012,78,249,6/9/2012,439,9/11/2012,102,460,9/15/2012,569,5/2/2013,191,455,5/18/2013,435,10/1/2013,92,514,10/5/2013,594,5/15/2014,164,527,05/03/2014 07:00:00 AM +0000,312,9/23/2014,123,458,9/20/2014,564,5/20/2015,189,539,5/9/2015,312
